ST_length	        length	            misc,raw,lengthdep
DN_RemovePoints_min_01.skewnessrat	DN_RemovePoints_min_01_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_min_01.kurtosisrat	DN_RemovePoints_min_01_kurtosisrat	correlation,outliers,distribution
DN_RemovePoints_min_05.fzcacrat	DN_RemovePoints_min_05_fzcacrat	correlation,outliers
DN_RemovePoints_min_05.ac2rat	DN_RemovePoints_min_05_ac2rat	correlation,outliers
DN_RemovePoints_min_05.ac2diff	DN_RemovePoints_min_05_ac2diff	correlation,outliers
DN_RemovePoints_min_05.ac3rat	DN_RemovePoints_min_05_ac3rat	correlation,outliers
DN_RemovePoints_min_05.ac3diff	DN_RemovePoints_min_05_ac3diff	correlation,outliers
DN_RemovePoints_min_05.sumabsacfdiff	DN_RemovePoints_min_05_sumabsacfdiff	correlation,outliers
DN_RemovePoints_min_05.mean	DN_RemovePoints_min_05_mean	correlation,outliers
DN_RemovePoints_min_05.std	DN_RemovePoints_min_05_std	correlation,outliers
DN_RemovePoints_min_05.skewnessrat	DN_RemovePoints_min_05_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_min_05.kurtosisrat	DN_RemovePoints_min_05_kurtosisrat	correlation,outliers,distribution
DN_RemovePoints_min_08.fzcacrat	DN_RemovePoints_min_08_fzcacrat	correlation,outliers
DN_RemovePoints_min_08.ac2rat	DN_RemovePoints_min_08_ac2rat	correlation,outliers
DN_RemovePoints_min_08.ac2diff	DN_RemovePoints_min_08_ac2diff	correlation,outliers
DN_RemovePoints_min_08.ac3rat	DN_RemovePoints_min_08_ac3rat	correlation,outliers
DN_RemovePoints_min_08.ac3diff	DN_RemovePoints_min_08_ac3diff	correlation,outliers
DN_RemovePoints_min_08.sumabsacfdiff	DN_RemovePoints_min_08_sumabsacfdiff	correlation,outliers
DN_RemovePoints_min_08.mean	DN_RemovePoints_min_08_mean	correlation,outliers
DN_RemovePoints_min_08.std	DN_RemovePoints_min_08_std	correlation,outliers
DN_RemovePoints_min_08.skewnessrat	DN_RemovePoints_min_08_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_min_08.kurtosisrat	DN_RemovePoints_min_08_kurtosisrat	correlation,outliers,distribution
CO_TranslateShape_circle_15_pts.max	CO_TranslateShape_circle_15_pts_max	correlation
CO_TranslateShape_circle_15_pts.std	CO_TranslateShape_circle_15_pts_std	correlation
CO_TranslateShape_circle_15_pts.mean	CO_TranslateShape_circle_15_pts_mean	correlation
CO_TranslateShape_circle_15_pts.npatmode	CO_TranslateShape_circle_15_pts_npatmode	correlation
CO_TranslateShape_circle_15_pts.mode	CO_TranslateShape_circle_15_pts_mode	correlation
CO_TranslateShape_circle_15_pts.ones	CO_TranslateShape_circle_15_pts_ones	correlation
CO_TranslateShape_circle_15_pts.twos	CO_TranslateShape_circle_15_pts_twos	correlation
CO_TranslateShape_circle_15_pts.threes	CO_TranslateShape_circle_15_pts_threes	correlation
CO_TranslateShape_circle_15_pts.statav2_m	CO_TranslateShape_circle_15_pts_statav2_m	correlation
CO_TranslateShape_circle_15_pts.statav2_s	CO_TranslateShape_circle_15_pts_statav2_s	correlation
CO_TranslateShape_circle_15_pts.statav3_m	CO_TranslateShape_circle_15_pts_statav3_m	correlation
CO_TranslateShape_circle_15_pts.statav3_s	CO_TranslateShape_circle_15_pts_statav3_s	correlation
CO_TranslateShape_circle_15_pts.statav4_m	CO_TranslateShape_circle_15_pts_statav4_m	correlation
CO_TranslateShape_circle_15_pts.statav4_s	CO_TranslateShape_circle_15_pts_statav4_s	correlation
CO_TranslateShape_circle_25_pts.max	CO_TranslateShape_circle_25_pts_max	correlation
CO_TranslateShape_circle_25_pts.std	CO_TranslateShape_circle_25_pts_std	correlation
CO_TranslateShape_circle_25_pts.mean	CO_TranslateShape_circle_25_pts_mean	correlation
CO_TranslateShape_circle_25_pts.npatmode	CO_TranslateShape_circle_25_pts_npatmode	correlation
CO_TranslateShape_circle_25_pts.mode	CO_TranslateShape_circle_25_pts_mode	correlation
CO_TranslateShape_circle_25_pts.ones	CO_TranslateShape_circle_25_pts_ones	correlation
CO_TranslateShape_circle_25_pts.twos	CO_TranslateShape_circle_25_pts_twos	correlation
CO_TranslateShape_circle_25_pts.threes	CO_TranslateShape_circle_25_pts_threes	correlation
CO_TranslateShape_circle_25_pts.fours	CO_TranslateShape_circle_25_pts_fours	correlation
CO_TranslateShape_circle_25_pts.fives	CO_TranslateShape_circle_25_pts_fives	correlation
CO_TranslateShape_circle_25_pts.statav2_m	CO_TranslateShape_circle_25_pts_statav2_m	correlation
CO_TranslateShape_circle_25_pts.statav2_s	CO_TranslateShape_circle_25_pts_statav2_s	correlation
CO_TranslateShape_circle_25_pts.statav3_m	CO_TranslateShape_circle_25_pts_statav3_m	correlation
CO_TranslateShape_circle_25_pts.statav3_s	CO_TranslateShape_circle_25_pts_statav3_s	correlation
CO_TranslateShape_circle_25_pts.statav4_m	CO_TranslateShape_circle_25_pts_statav4_m	correlation
CO_TranslateShape_circle_25_pts.statav4_s	CO_TranslateShape_circle_25_pts_statav4_s	correlation
CO_TranslateShape_circle_35_pts.max	CO_TranslateShape_circle_35_pts_max	correlation
CO_TranslateShape_circle_35_pts.std	CO_TranslateShape_circle_35_pts_std	correlation
CO_TranslateShape_circle_35_pts.mean	CO_TranslateShape_circle_35_pts_mean	correlation
CO_TranslateShape_circle_35_pts.npatmode	CO_TranslateShape_circle_35_pts_npatmode	correlation
CO_TranslateShape_circle_35_pts.mode	CO_TranslateShape_circle_35_pts_mode	correlation
CO_TranslateShape_circle_35_pts.ones	CO_TranslateShape_circle_35_pts_ones	correlation
CO_TranslateShape_circle_35_pts.twos	CO_TranslateShape_circle_35_pts_twos	correlation
CO_TranslateShape_circle_35_pts.threes	CO_TranslateShape_circle_35_pts_threes	correlation
CO_TranslateShape_circle_35_pts.fours	CO_TranslateShape_circle_35_pts_fours	correlation
CO_TranslateShape_circle_35_pts.fives	CO_TranslateShape_circle_35_pts_fives	correlation
CO_TranslateShape_circle_35_pts.sixes	CO_TranslateShape_circle_35_pts_sixes	correlation
CO_TranslateShape_circle_35_pts.sevens	CO_TranslateShape_circle_35_pts_sevens	correlation
CO_TranslateShape_circle_35_pts.statav2_m	CO_TranslateShape_circle_35_pts_statav2_m	correlation
CO_TranslateShape_circle_35_pts.statav2_s	CO_TranslateShape_circle_35_pts_statav2_s	correlation
CO_TranslateShape_circle_35_pts.statav3_m	CO_TranslateShape_circle_35_pts_statav3_m	correlation
CO_TranslateShape_circle_35_pts.statav3_s	CO_TranslateShape_circle_35_pts_statav3_s	correlation
CO_TranslateShape_circle_35_pts.statav4_m	CO_TranslateShape_circle_35_pts_statav4_m	correlation
CO_TranslateShape_circle_35_pts.statav4_s	CO_TranslateShape_circle_35_pts_statav4_s	correlation
CO_TranslateShape_rectangle_2_pts.max	CO_TranslateShape_rectangle_2_pts_max	correlation
CO_TranslateShape_rectangle_2_pts.std	CO_TranslateShape_rectangle_2_pts_std	correlation
CO_TranslateShape_rectangle_2_pts.mean	CO_TranslateShape_rectangle_2_pts_mean	correlation
CO_TranslateShape_rectangle_2_pts.npatmode	CO_TranslateShape_rectangle_2_pts_npatmode	correlation
CO_TranslateShape_rectangle_2_pts.mode	CO_TranslateShape_rectangle_2_pts_mode	correlation
CO_TranslateShape_rectangle_2_pts.ones	CO_TranslateShape_rectangle_2_pts_ones	correlation
CO_TranslateShape_rectangle_2_pts.twos	CO_TranslateShape_rectangle_2_pts_twos	correlation
CO_TranslateShape_rectangle_2_pts.threes	CO_TranslateShape_rectangle_2_pts_threes	correlation
CO_TranslateShape_rectangle_2_pts.fours	CO_TranslateShape_rectangle_2_pts_fours	correlation
CO_TranslateShape_rectangle_2_pts.fives	CO_TranslateShape_rectangle_2_pts_fives	correlation
CO_TranslateShape_rectangle_2_pts.statav2_m	CO_TranslateShape_rectangle_2_pts_statav2_m	correlation
CO_TranslateShape_rectangle_2_pts.statav2_s	CO_TranslateShape_rectangle_2_pts_statav2_s	correlation
CO_TranslateShape_rectangle_2_pts.statav3_m	CO_TranslateShape_rectangle_2_pts_statav3_m	correlation
CO_TranslateShape_rectangle_2_pts.statav3_s	CO_TranslateShape_rectangle_2_pts_statav3_s	correlation
CO_TranslateShape_rectangle_2_pts.statav4_m	CO_TranslateShape_rectangle_2_pts_statav4_m	correlation
CO_TranslateShape_rectangle_2_pts.statav4_s	CO_TranslateShape_rectangle_2_pts_statav4_s	correlation
CO_Embed2_tau.theta_ac1	CO_Embed2_tau_theta_ac1	correlation,embedding
CO_Embed2_tau.theta_ac2	CO_Embed2_tau_theta_ac2	correlation,embedding
CO_Embed2_tau.theta_ac3	CO_Embed2_tau_theta_ac3	correlation,embedding
CO_Embed2_tau.theta_mean	CO_Embed2_tau_theta_mean	correlation,embedding
CO_Embed2_tau.theta_std	CO_Embed2_tau_theta_std	correlation,embedding
CO_Embed2_tau.hist10std	CO_Embed2_tau_hist10std	correlation,embedding
CO_Embed2_tau.histent	CO_Embed2_tau_histent	correlation,embedding
CO_Embed2_tau.stdb1	CO_Embed2_tau_stdb1	correlation,embedding
CO_Embed2_tau.stdb2	CO_Embed2_tau_stdb2	correlation,embedding
CO_Embed2_tau.stdb3	CO_Embed2_tau_stdb3	correlation,embedding
CO_Embed2_tau.stdb4	CO_Embed2_tau_stdb4	correlation,embedding
CO_Embed2_tau.eucdm1	CO_Embed2_tau_eucdm1	correlation,embedding
CO_Embed2_tau.eucdm2	CO_Embed2_tau_eucdm2	correlation,embedding
CO_Embed2_tau.eucdm3	CO_Embed2_tau_eucdm3	correlation,embedding
CO_Embed2_tau.eucdm4	CO_Embed2_tau_eucdm4	correlation,embedding
CO_Embed2_tau.eucdm5	CO_Embed2_tau_eucdm5	correlation,embedding
CO_Embed2_tau.std_eucdm	CO_Embed2_tau_std_eucdm	correlation,embedding
CO_Embed2_tau.mean_eucdm	CO_Embed2_tau_mean_eucdm	correlation,embedding
CO_Embed2_tau.eucds1	CO_Embed2_tau_eucds1	correlation,embedding
CO_Embed2_tau.eucds2	CO_Embed2_tau_eucds2	correlation,embedding
CO_Embed2_tau.eucds3	CO_Embed2_tau_eucds3	correlation,embedding
CO_Embed2_tau.eucds4	CO_Embed2_tau_eucds4	correlation,embedding
CO_Embed2_tau.eucds5	CO_Embed2_tau_eucds5	correlation,embedding
CO_Embed2_tau.std_eucds	CO_Embed2_tau_std_eucds	correlation,embedding
CO_Embed2_tau.mean_eucds	CO_Embed2_tau_mean_eucds	correlation,embedding
CO_Embed2_tau.stdspana	CO_Embed2_tau_stdspana	correlation,embedding
CO_Embed2_tau.meanspana	CO_Embed2_tau_meanspana	correlation,embedding
CO_Embed2_tau.areas_all	CO_Embed2_tau_areas_all	correlation,embedding
CO_Embed2_tau.areas_50	CO_Embed2_tau_areas_50	correlation,embedding
CO_Embed2_tau.arearat	CO_Embed2_tau_arearat	correlation,embedding
CO_Embed2_AngleTau_50.ac1_thetaac1	CO_Embed2_AngleTau_50_ac1_thetaac1	correlation,embedding
CO_Embed2_AngleTau_50.ac1_thetaac2	CO_Embed2_AngleTau_50_ac1_thetaac2	correlation,embedding
CO_Embed2_AngleTau_50.ac1_thetaac3	CO_Embed2_AngleTau_50_ac1_thetaac3	correlation,embedding
CO_Embed2_AngleTau_50.mean_thetaac1	CO_Embed2_AngleTau_50_mean_thetaac1	correlation,embedding
CO_Embed2_AngleTau_50.max_thetaac1	CO_Embed2_AngleTau_50_max_thetaac1	correlation,embedding
CO_Embed2_AngleTau_50.min_thetaac1	CO_Embed2_AngleTau_50_min_thetaac1	correlation,embedding
CO_Embed2_AngleTau_50.mean_thetaac2	CO_Embed2_AngleTau_50_mean_thetaac2	correlation,embedding
CO_Embed2_AngleTau_50.max_thetaac2	CO_Embed2_AngleTau_50_max_thetaac2	correlation,embedding
CO_Embed2_AngleTau_50.min_thetaac2	CO_Embed2_AngleTau_50_min_thetaac2	correlation,embedding
CO_Embed2_AngleTau_50.mean_thetaac3	CO_Embed2_AngleTau_50_mean_thetaac3	correlation,embedding
CO_Embed2_AngleTau_50.max_thetaac3	CO_Embed2_AngleTau_50_max_thetaac3	correlation,embedding
CO_Embed2_AngleTau_50.min_thetaac3	CO_Embed2_AngleTau_50_min_thetaac3	correlation,embedding
CO_Embed2_AngleTau_50.meanrat_thetaac12	CO_Embed2_AngleTau_50_meanrat_thetaac12	correlation,embedding
CO_Embed2_AngleTau_50.diff_thetaac12	CO_Embed2_AngleTau_50_diff_thetaac12	correlation,embedding
CO_Embed2_Dist_tau.d_ac1	CO_Embed2_Dist_tau_d_ac1	correlation,embedding
CO_Embed2_Dist_tau.d_ac2	CO_Embed2_Dist_tau_d_ac2	correlation,embedding
CO_Embed2_Dist_tau.d_ac3	CO_Embed2_Dist_tau_d_ac3	correlation,embedding
CO_Embed2_Dist_tau.d_median	CO_Embed2_Dist_tau_d_median	correlation,embedding
CO_Embed2_Dist_tau.d_max	CO_Embed2_Dist_tau_d_max	correlation,embedding
CO_Embed2_Dist_tau.d_iqr	CO_Embed2_Dist_tau_d_iqr	correlation,embedding
CO_Embed2_Dist_tau.d_min	CO_Embed2_Dist_tau_d_min	correlation,embedding
CO_Embed2_Dist_tau.d_mean	CO_Embed2_Dist_tau_d_mean	correlation,embedding
CO_Embed2_Dist_tau.d_std	CO_Embed2_Dist_tau_d_std	correlation,embedding
CO_Embed2_Dist_tau.d_cv	CO_Embed2_Dist_tau_d_cv	correlation,embedding
CO_Embed2_Dist_tau.d_expfit_nlogL	CO_Embed2_Dist_tau_d_expfit_nlogL	correlation,embedding
CO_Embed2_Dist_tau.d_expfit_meandiff	CO_Embed2_Dist_tau_d_expfit_meandiff	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.ac1	CO_Embed2_Shapes_tau_circle_01_ac1	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.ac2	CO_Embed2_Shapes_tau_circle_01_ac2	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.tau	CO_Embed2_Shapes_tau_circle_01_tau	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.max	CO_Embed2_Shapes_tau_circle_01_max	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.std	CO_Embed2_Shapes_tau_circle_01_std	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.median	CO_Embed2_Shapes_tau_circle_01_median	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.mean	CO_Embed2_Shapes_tau_circle_01_mean	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.iqr	CO_Embed2_Shapes_tau_circle_01_iqr	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.iqronrange	CO_Embed2_Shapes_tau_circle_01_iqronrange	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.mode_val	CO_Embed2_Shapes_tau_circle_01_mode_val	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.mode	CO_Embed2_Shapes_tau_circle_01_mode	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.hist_ent	CO_Embed2_Shapes_tau_circle_01_hist_ent	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.statav5_m	CO_Embed2_Shapes_tau_circle_01_statav5_m	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.statav5_s	CO_Embed2_Shapes_tau_circle_01_statav5_s	correlation,embedding
CO_Embed2_Shapes_tau_circle_1.ac1	CO_Embed2_Shapes_tau_circle_1_ac1	correlation,embedding
CO_Embed2_Shapes_tau_circle_1.ac2	CO_Embed2_Shapes_tau_circle_1_ac2	correlation,embedding
CO_Embed2_Shapes_tau_circle_1.tau	CO_Embed2_Shapes_tau_circle_1_tau	correlation,embedding
CO_Embed2_Shapes_tau_circle_1.max	CO_Embed2_Shapes_tau_circle_1_max	correlation,embedding
CO_Embed2_Shapes_tau_circle_1.std	CO_Embed2_Shapes_tau_circle_1_std	correlation,embedding
CO_Embed2_Shapes_tau_circle_1.median	CO_Embed2_Shapes_tau_circle_1_median	correlation,embedding
CO_Embed2_Shapes_tau_circle_1.mean	CO_Embed2_Shapes_tau_circle_1_mean	correlation,embedding
CO_Embed2_Shapes_tau_circle_1.iqr	CO_Embed2_Shapes_tau_circle_1_iqr	correlation,embedding
CO_Embed2_Shapes_tau_circle_1.iqronrange	CO_Embed2_Shapes_tau_circle_1_iqronrange	correlation,embedding
CO_Embed2_Shapes_tau_circle_1.mode_val	CO_Embed2_Shapes_tau_circle_1_mode_val	correlation,embedding
CO_Embed2_Shapes_tau_circle_1.mode	CO_Embed2_Shapes_tau_circle_1_mode	correlation,embedding
CO_Embed2_Shapes_tau_circle_1.hist_ent	CO_Embed2_Shapes_tau_circle_1_hist_ent	correlation,embedding
CO_Embed2_Shapes_tau_circle_1.statav5_m	CO_Embed2_Shapes_tau_circle_1_statav5_m	correlation,embedding
CO_Embed2_Shapes_tau_circle_1.statav5_s	CO_Embed2_Shapes_tau_circle_1_statav5_s	correlation,embedding
NW_VisibilityGraph_horiz.modek	NW_VisibilityGraph_horiz_modek	network,visibilitygraph
NW_VisibilityGraph_horiz.propmode	NW_VisibilityGraph_horiz_propmode	network,visibilitygraph
NW_VisibilityGraph_horiz.meank	NW_VisibilityGraph_horiz_meank	network,visibilitygraph
NW_VisibilityGraph_horiz.mediank	NW_VisibilityGraph_horiz_mediank	network,visibilitygraph
NW_VisibilityGraph_horiz.stdk	NW_VisibilityGraph_horiz_stdk	network,visibilitygraph
NW_VisibilityGraph_horiz.maxk	NW_VisibilityGraph_horiz_maxk	network,visibilitygraph
NW_VisibilityGraph_horiz.mink	NW_VisibilityGraph_horiz_mink	network,visibilitygraph
NW_VisibilityGraph_horiz.rangek	NW_VisibilityGraph_horiz_rangek	network,visibilitygraph
NW_VisibilityGraph_horiz.iqrk	NW_VisibilityGraph_horiz_iqrk	network,visibilitygraph
NW_VisibilityGraph_horiz.maxonmedian	NW_VisibilityGraph_horiz_maxonmedian	network,visibilitygraph
NW_VisibilityGraph_horiz.ol90	NW_VisibilityGraph_horiz_ol90	network,visibilitygraph
NW_VisibilityGraph_horiz.olu90	NW_VisibilityGraph_horiz_olu90	network,visibilitygraph
NW_VisibilityGraph_horiz.dgaussk_r2	NW_VisibilityGraph_horiz_dgaussk_r2	network,visibilitygraph
NW_VisibilityGraph_horiz.dgaussk_rmse	NW_VisibilityGraph_horiz_dgaussk_rmse	network,visibilitygraph
NW_VisibilityGraph_horiz.dgaussk_resAC1	NW_VisibilityGraph_horiz_dgaussk_resAC1	network,visibilitygraph
NW_VisibilityGraph_horiz.dgaussk_resAC2	NW_VisibilityGraph_horiz_dgaussk_resAC2	network,visibilitygraph
NW_VisibilityGraph_horiz.dgaussk_resruns	NW_VisibilityGraph_horiz_dgaussk_resruns	network,visibilitygraph
NW_VisibilityGraph_horiz.dexpk_r2	NW_VisibilityGraph_horiz_dexpk_r2	network,visibilitygraph
NW_VisibilityGraph_horiz.dexpk_rmse	NW_VisibilityGraph_horiz_dexpk_rmse	network,visibilitygraph
NW_VisibilityGraph_horiz.dexpk_resAC1	NW_VisibilityGraph_horiz_dexpk_resAC1	network,visibilitygraph
NW_VisibilityGraph_horiz.dexpk_resAC2	NW_VisibilityGraph_horiz_dexpk_resAC2	network,visibilitygraph
NW_VisibilityGraph_horiz.dexpk_resruns	NW_VisibilityGraph_horiz_dexpk_resruns	network,visibilitygraph
NW_VisibilityGraph_horiz.dpowerk_r2	NW_VisibilityGraph_horiz_dpowerk_r2	network,visibilitygraph
NW_VisibilityGraph_horiz.dpowerk_rmse	NW_VisibilityGraph_horiz_dpowerk_rmse	network,visibilitygraph
NW_VisibilityGraph_horiz.dpowerk_resAC1	NW_VisibilityGraph_horiz_dpowerk_resAC1	network,visibilitygraph
NW_VisibilityGraph_horiz.dpowerk_resAC2	NW_VisibilityGraph_horiz_dpowerk_resAC2	network,visibilitygraph
NW_VisibilityGraph_horiz.dpowerk_resruns	NW_VisibilityGraph_horiz_dpowerk_resruns	network,visibilitygraph
NW_VisibilityGraph_horiz.gaussnlogL	NW_VisibilityGraph_horiz_gaussnlogL	network,visibilitygraph,lengthdep
NW_VisibilityGraph_horiz.expnlogL	NW_VisibilityGraph_horiz_expnlogL	network,visibilitygraph,lengthdep
NW_VisibilityGraph_horiz.evparm1	NW_VisibilityGraph_horiz_evparm1	network,visibilitygraph
NW_VisibilityGraph_horiz.evparm2	NW_VisibilityGraph_horiz_evparm2	network,visibilitygraph
NW_VisibilityGraph_horiz.evnlogL	NW_VisibilityGraph_horiz_evnlogL	network,visibilitygraph,lengthdep
NW_VisibilityGraph_horiz.entropy	NW_VisibilityGraph_horiz_entropy	network,visibilitygraph
NW_VisibilityGraph_horiz.kac1	NW_VisibilityGraph_horiz_kac1	network,visibilitygraph
NW_VisibilityGraph_horiz.kac2	NW_VisibilityGraph_horiz_kac2	network,visibilitygraph
NW_VisibilityGraph_horiz.kac3	NW_VisibilityGraph_horiz_kac3	network,visibilitygraph
NW_VisibilityGraph_horiz.ktau	NW_VisibilityGraph_horiz_ktau	network,visibilitygraph
NW_VisibilityGraph_norm.modek	NW_VisibilityGraph_norm_modek	network,visibilitygraph
NW_VisibilityGraph_norm.propmode	NW_VisibilityGraph_norm_propmode	network,visibilitygraph
NW_VisibilityGraph_norm.meank	NW_VisibilityGraph_norm_meank	network,visibilitygraph
NW_VisibilityGraph_norm.mediank	NW_VisibilityGraph_norm_mediank	network,visibilitygraph
NW_VisibilityGraph_norm.stdk	NW_VisibilityGraph_norm_stdk	network,visibilitygraph
NW_VisibilityGraph_norm.maxk	NW_VisibilityGraph_norm_maxk	network,visibilitygraph
NW_VisibilityGraph_norm.mink	NW_VisibilityGraph_norm_mink	network,visibilitygraph
NW_VisibilityGraph_norm.rangek	NW_VisibilityGraph_norm_rangek	network,visibilitygraph
NW_VisibilityGraph_norm.iqrk	NW_VisibilityGraph_norm_iqrk	network,visibilitygraph
NW_VisibilityGraph_norm.maxonmedian	NW_VisibilityGraph_norm_maxonmedian	network,visibilitygraph
NW_VisibilityGraph_norm.ol90	NW_VisibilityGraph_norm_ol90	network,visibilitygraph
NW_VisibilityGraph_norm.olu90	NW_VisibilityGraph_norm_olu90	network,visibilitygraph
NW_VisibilityGraph_norm.dgaussk_r2	NW_VisibilityGraph_norm_dgaussk_r2	network,visibilitygraph
NW_VisibilityGraph_norm.dgaussk_rmse	NW_VisibilityGraph_norm_dgaussk_rmse	network,visibilitygraph
NW_VisibilityGraph_norm.dgaussk_resAC1	NW_VisibilityGraph_norm_dgaussk_resAC1	network,visibilitygraph
NW_VisibilityGraph_norm.dgaussk_resAC2	NW_VisibilityGraph_norm_dgaussk_resAC2	network,visibilitygraph
NW_VisibilityGraph_norm.dgaussk_resruns	NW_VisibilityGraph_norm_dgaussk_resruns	network,visibilitygraph
NW_VisibilityGraph_norm.dexpk_r2	NW_VisibilityGraph_norm_dexpk_r2	network,visibilitygraph
NW_VisibilityGraph_norm.dexpk_rmse	NW_VisibilityGraph_norm_dexpk_rmse	network,visibilitygraph
NW_VisibilityGraph_norm.dexpk_resAC1	NW_VisibilityGraph_norm_dexpk_resAC1	network,visibilitygraph
NW_VisibilityGraph_norm.dexpk_resAC2	NW_VisibilityGraph_norm_dexpk_resAC2	network,visibilitygraph
NW_VisibilityGraph_norm.dexpk_resruns	NW_VisibilityGraph_norm_dexpk_resruns	network,visibilitygraph
NW_VisibilityGraph_norm.dpowerk_r2	NW_VisibilityGraph_norm_dpowerk_r2	network,visibilitygraph
NW_VisibilityGraph_norm.dpowerk_rmse	NW_VisibilityGraph_norm_dpowerk_rmse	network,visibilitygraph
NW_VisibilityGraph_norm.dpowerk_resAC1	NW_VisibilityGraph_norm_dpowerk_resAC1	network,visibilitygraph
NW_VisibilityGraph_norm.dpowerk_resAC2	NW_VisibilityGraph_norm_dpowerk_resAC2	network,visibilitygraph
NW_VisibilityGraph_norm.dpowerk_resruns	NW_VisibilityGraph_norm_dpowerk_resruns	network,visibilitygraph
NW_VisibilityGraph_norm.gaussnlogL	NW_VisibilityGraph_norm_gaussnlogL	network,visibilitygraph,lengthdep
NW_VisibilityGraph_norm.expnlogL	NW_VisibilityGraph_norm_expnlogL	network,visibilitygraph,lengthdep
NW_VisibilityGraph_norm.evparm1	NW_VisibilityGraph_norm_evparm1	network,visibilitygraph
NW_VisibilityGraph_norm.evparm2	NW_VisibilityGraph_norm_evparm2	network,visibilitygraph
NW_VisibilityGraph_norm.evnlogL	NW_VisibilityGraph_norm_evnlogL	network,visibilitygraph,lengthdep
NW_VisibilityGraph_norm.entropy	NW_VisibilityGraph_norm_entropy	network,visibilitygraph
NW_VisibilityGraph_norm.kac1	NW_VisibilityGraph_norm_kac1	network,visibilitygraph
NW_VisibilityGraph_norm.kac2	NW_VisibilityGraph_norm_kac2	network,visibilitygraph
NW_VisibilityGraph_norm.kac3	NW_VisibilityGraph_norm_kac3	network,visibilitygraph
NW_VisibilityGraph_norm.ktau	NW_VisibilityGraph_norm_ktau	network,visibilitygraph
SY_SpreadRandomLocal_ac2_100.meanmean	SY_SpreadRandomLocal_ac2_100_meanmean	stationarity
SY_SpreadRandomLocal_ac2_100.meanstd	SY_SpreadRandomLocal_ac2_100_meanstd	stationarity
SY_SpreadRandomLocal_ac2_100.meanskew	SY_SpreadRandomLocal_ac2_100_meanskew	stationarity
SY_SpreadRandomLocal_ac2_100.meankurt	SY_SpreadRandomLocal_ac2_100_meankurt	stationarity
SY_SpreadRandomLocal_ac2_100.meansampen1_015	SY_SpreadRandomLocal_ac2_100_meansampen1_015	stationarity
SY_SpreadRandomLocal_ac2_100.meanac1	SY_SpreadRandomLocal_ac2_100_meanac1	stationarity
SY_SpreadRandomLocal_ac2_100.meanac2	SY_SpreadRandomLocal_ac2_100_meanac2	stationarity
SY_SpreadRandomLocal_ac2_100.meantaul	SY_SpreadRandomLocal_ac2_100_meantaul	stationarity
SY_SpreadRandomLocal_ac2_100.stdmean	SY_SpreadRandomLocal_ac2_100_stdmean	stationarity
